Original Air Date,Title,Instructor,Length,Type
Thu May 23 03:49:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Wed May 22 15:50:00 2019,60 min Yoga Flow,Anna Greenberg,60.0,Yoga Flow
Wed May 22 14:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed May 22 13:40:00 2019,10 min Yoga Flow,Anna Greenberg,10.0,Yoga Flow
Wed May 22 03:49:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue May 21 14:51:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue May 21 14:20:00 2019,20 min Power Yoga,Denis Morton,20.0,Power Yoga
Tue May 21 07:21:00 2019,5 min Basics: Crane,Aditi Shah,5.0,Yoga Basics
Tue May 21 05:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Tue May 21 05:19:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue May 21 04:31:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon May 20 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon May 20 05:19:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Mon May 20 03:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun May 19 09:19:00 2019,10 min Yoga Flow,Kristin McGee,10.0,Yoga Flow
Sun May 19 07:49:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sat May 18 06:20:00 2019,45 min 90s Hip Hop Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri May 17 09:24:00 2019,20 min Restorative Yoga,Denis Morton,20.0,Restorative Yoga
Fri May 17 05:51:00 2019,20 min Rock Yoga Flow,Kristin McGee,20.0,Yoga Flow
Fri May 17 05:19:00 2019,20 min Country Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu May 16 15:51:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Thu May 16 14:51:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu May 16 14:19:00 2019,20 min Power Yoga,Anna Greenberg,20.0,Power Yoga
Thu May 16 06:49:00 2019,10 min Yoga Flow: Arms,Kristin McGee,10.0,Yoga Flow
Thu May 16 05:51:00 2019,20 min Yoga Flow: Twists,Ross Rayburn,20.0,Yoga Flow
Thu May 16 05:20:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu May 16 03:51:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Wed May 15 15:49:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed May 15 14:51:00 2019,20 min Yoga Flow: Shoulders,Aditi Shah,20.0,Yoga Flow
Wed May 15 14:21:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Wed May 15 13:31:00 2019,10 min Basics: Bird of Paradise,Anna Greenberg,10.0,Yoga Basics
Wed May 15 13:23:00 2019,5 min Basics: Happy Baby,Anna Greenberg,5.0,Yoga Basics
Wed May 15 05:51:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed May 15 05:20:00 2019,20 min Yoga Flow: Hamstrings,Kristin McGee,20.0,Yoga Flow
Tue May 14 15:01:00 2019,10 min Yoga Flow: Hips,Denis Morton,10.0,Yoga Flow
Tue May 14 14:20:00 2019,30 min Power Yoga,Denis Morton,30.0,Power Yoga
Tue May 14 05:19:00 2019,20 min Pop Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue May 14 04:31:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon May 13 15:50:00 2019,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Mon May 13 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon May 13 06:01:00 2019,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Mon May 13 03:51:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Sun May 12 07:48:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Sun May 12 06:19:00 2019,45 min Disco Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat May 11 07:50:00 2019,45 min Power Yoga,Denis Morton,45.0,Power Yoga
Fri May 10 05:51:00 2019,20 min Yoga Flow: Chest Openers,Kristin McGee,20.0,Yoga Flow
Fri May 10 05:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu May  9 15:50:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Thu May  9 14:20:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu May  9 06:01:00 2019,10 min Restorative Yoga,Ross Rayburn,10.0,Restorative Yoga
Thu May  9 05:19:00 2019,30 min Country Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu May  9 03:48:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed May  8 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed May  8 04:21:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Tue May  7 15:48:00 2019,60 min Power Yoga,Ross Rayburn,60.0,Power Yoga
Tue May  7 15:01:00 2019,10 min Yoga Flow: Core,Denis Morton,10.0,Yoga Flow
Tue May  7 14:20:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue May  7 05:18:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue May  7 04:32:00 2019,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Mon May  6 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon May  6 05:19:00 2019,30 min Power Yoga,Anna Greenberg,30.0,Power Yoga
Mon May  6 04:21:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Mon May  6 03:48:00 2019,20 min Yoga Flow: Chest Openers,Aditi Shah,20.0,Yoga Flow
Sun May  5 05:50:00 2019,30 min Yoga Flow: Core,Ross Rayburn,30.0,Yoga Flow
Sat May  4 08:21:00 2019,30 min Pop Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sat May  4 07:19:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Sat May  4 06:18:00 2019,30 min Classic Rock Yoga,Kristin McGee,30.0,Yoga Flow
Fri May  3 10:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Fri May  3 09:48:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Fri May  3 08:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Fri May  3 07:49:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Thu May  2 09:08:00 2019,10 min Restorative Yoga,Denis Morton,10.0,Restorative Yoga
Thu May  2 07:08:00 2019,5 min Basics: Goddess Squat,Kristin McGee,5.0,Yoga Basics
Thu May  2 05:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Wed May  1 14:51:00 2019,20 min Yoga Flow: Twists,Aditi Shah,20.0,Yoga Flow
Wed May  1 05:20:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Wed May  1 03:50:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Apr 30 15:51:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Tue Apr 30 14:51:00 2019,20 min Yoga Flow: Shoulders,Denis Morton,20.0,Yoga Flow
Tue Apr 30 14:20:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Apr 30 13:35:00 2019,10 min Desk Yoga,Ross Rayburn,10.0,Yoga Anywhere
Tue Apr 30 13:23:00 2019,5 min Basics: Plank,Ross Rayburn,5.0,Yoga Basics
Tue Apr 30 07:12:00 2019,5 min Basics: Dolphin ,Anna Greenberg,5.0,Yoga Basics
Tue Apr 30 06:56:00 2019,10 min Standing Yoga,Anna Greenberg,10.0,Yoga Anywhere
Tue Apr 30 05:20:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Apr 30 04:32:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Apr 30 03:48:00 2019,30 min Y2K Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Apr 29 14:51:00 2019,10 min Yoga Flow,Ross Rayburn,10.0,Yoga Flow
Mon Apr 29 04:31:00 2019,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Mon Apr 29 03:50:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Apr 28 09:37:00 2019,10 min Standing Yoga,Kristin McGee,10.0,Yoga Anywhere
Sun Apr 28 09:24:00 2019,5 min Basics: Gate Pose,Kristin McGee,5.0,Yoga Basics
Sun Apr 28 07:49:00 2019,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Sun Apr 28 06:25:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Apr 27 07:48:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Fri Apr 26 07:01:00 2019,10 min Yoga Flow,Ross Rayburn,10.0,Yoga Flow
Fri Apr 26 06:49:00 2019,5 min Basics: Cobra,Ross Rayburn,5.0,Yoga Basics
Fri Apr 26 06:01:00 2019,10 min Yoga Flow: Hips,Kristin McGee,10.0,Yoga Flow
Fri Apr 26 05:20:00 2019,30 min Restorative Yoga,Kristin McGee,30.0,Restorative Yoga
Fri Apr 26 04:21:00 2019,20 min Restorative Yoga,Ross Rayburn,20.016666666666666,Restorative Yoga
Fri Apr 26 03:50:00 2019,20 min Disco Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu Apr 25 05:46:00 2019,10 min Yoga Flow,Ross Rayburn,10.0,Yoga Flow
Thu Apr 25 05:19:00 2019,15 min Restorative Yoga,Ross Rayburn,15.0,Restorative Yoga
Thu Apr 25 04:21:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Apr 25 03:49:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Apr 24 05:45:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Wed Apr 24 03:48:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Apr 23 16:31:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Apr 23 15:49:00 2019,30 min Power Yoga: Arms,Anna Greenberg,30.0,Power Yoga
Tue Apr 23 14:51:00 2019,20 min Yoga Flow: Twists,Denis Morton,20.0,Yoga Flow
Tue Apr 23 14:20:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Apr 23 13:49:00 2019,10 min Basics: Handstand ,Anna Greenberg,10.0,Yoga Basics
Tue Apr 23 06:54:00 2019,5 min Basics: Chair Pose,Ross Rayburn,5.483333333333333,Yoga Basics
Tue Apr 23 05:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Tue Apr 23 05:19:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Mon Apr 22 14:20:00 2019,30 min Yoga Flow: Hamstrings,Ross Rayburn,30.0,Yoga Flow
Mon Apr 22 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Mon Apr 22 03:47:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Apr 21 06:18:00 2019,45 min Power Yoga,Ross Rayburn,45.0,Power Yoga
Sat Apr 20 07:49:00 2019,60 min Yoga Flow,Denis Morton,60.0,Yoga Flow
Sat Apr 20 06:19:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Apr 19 05:19:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Wed Apr 17 14:19:00 2019,30 min Yoga Flow: Lower Body,Aditi Shah,30.0,Yoga Flow
Wed Apr 17 05:51:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Apr 16 15:02:00 2019,10 min Yoga Flow: Quads,Denis Morton,10.0,Yoga Flow
Tue Apr 16 14:20:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Apr 16 13:46:00 2019,10 min Chair Yoga,Ross Rayburn,10.0,Yoga Anywhere
Tue Apr 16 13:33:00 2019,5 min Basics: Extended Side Angle,Ross Rayburn,5.0,Yoga Basics
Tue Apr 16 07:10:00 2019,10 min Yoga Flow,Anna Greenberg,10.0,Yoga Flow
Tue Apr 16 07:02:00 2019,5 min Basics: Supine Spinal Twist,Anna Greenberg,5.0,Yoga Basics
Tue Apr 16 05:51:00 2019,15 min Restorative Yoga,Aditi Shah,15.0,Restorative Yoga
Tue Apr 16 05:19:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue Apr 16 04:32:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Apr 16 03:49:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Apr 15 15:50:00 2019,60 min Power Yoga,Kristin McGee,60.0,Power Yoga
Mon Apr 15 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Apr 15 07:16:00 2019,5 min Basics: Bound Angle,Aditi Shah,5.0,Yoga Basics
Mon Apr 15 06:53:00 2019,5 min Desk Yoga,Aditi Shah,5.0,Yoga Anywhere
Mon Apr 15 06:01:00 2019,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Sun Apr 14 06:19:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Sat Apr 13 07:49:00 2019,45 min Power Yoga ,Denis Morton,45.0,Power Yoga
Sat Apr 13 06:20:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Fri Apr 12 05:19:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Fri Apr 12 03:49:00 2019,30 min Power Yoga,Ross Rayburn,30.0,Power Yoga
Thu Apr 11 15:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Thu Apr 11 07:20:00 2019,15 min Desk Yoga,Kristin McGee,15.0,Yoga Anywhere
Thu Apr 11 06:01:00 2019,10 min Yoga Flow: Backbends,Ross Rayburn,10.0,Yoga Flow
Thu Apr 11 05:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Apr 11 03:48:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Apr 10 15:49:00 2019,45 min 80s Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Apr 10 14:21:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Apr 10 06:01:00 2019,10 min Yoga Flow: Core,Kristin McGee,10.5,Yoga Flow
Wed Apr 10 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Apr 10 04:21:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Tue Apr  9 15:50:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Tue Apr  9 15:03:00 2019,10 min Yoga Flow: Hamstrings ,Ross Rayburn,10.0,Yoga Flow
Tue Apr  9 14:19:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Tue Apr  9 05:51:00 2019,20 min Yoga Flow: Chest Openers,Aditi Shah,20.0,Yoga Flow
Tue Apr  9 04:32:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Apr  9 03:50:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Apr  8 15:50:00 2019,45 min Yoga Flow: Core,Kristin McGee,45.0,Yoga Flow
Mon Apr  8 14:21:00 2019,30 min Restorative Yoga,Ross Rayburn,30.0,Restorative Yoga
Mon Apr  8 07:23:00 2019,5 min Basics: Ankle to Knee Pose,Anna Greenberg,5.0,Yoga Basics
Mon Apr  8 06:55:00 2019,5 min Standing Yoga,Anna Greenberg,5.0,Yoga Anywhere
Mon Apr  8 05:19:00 2019,30 min Power Yoga,Anna Greenberg,30.0,Power Yoga
Mon Apr  8 03:48:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Sun Apr  7 06:20:00 2019,45 min Power Yoga,Ross Rayburn,45.0,Power Yoga
Sat Apr  6 07:50:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Fri Apr  5 06:57:00 2019,5 min Standing Yoga,Ross Rayburn,5.0,Yoga Anywhere
Fri Apr  5 05:41:00 2019,15 min Restorative Yoga,Kristin McGee,14.0,Restorative Yoga
Fri Apr  5 05:20:00 2019,10 min Yoga Flow,Kristin McGee,10.0,Yoga Flow
Fri Apr  5 03:49:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Thu Apr  4 15:02:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Thu Apr  4 05:19:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Thu Apr  4 03:50:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Apr  3 15:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Apr  3 14:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Wed Apr  3 13:58:00 2019,5 min Chair Yoga,Anna Greenberg,5.0,Yoga Anywhere
Wed Apr  3 13:41:00 2019,10 min Basics: Sage Pose 3,Anna Greenberg,10.0,Yoga Basics
Wed Apr  3 05:19:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Apr  3 04:21:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Apr  3 03:48:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Tue Apr  2 15:49:00 2019,60 min Yoga Flow,Ross Rayburn,60.0,Yoga Flow
Tue Apr  2 14:51:00 2019,20 min Yoga Flow: Glutes,Denis Morton,20.0,Yoga Flow
Tue Apr  2 14:20:00 2019,20 min Power Yoga,Denis Morton,20.0,Power Yoga
Tue Apr  2 07:50:00 2019,10 min Basics: Sage Pose 1,Anna Greenberg,10.0,Yoga Basics
Tue Apr  2 07:05:00 2019,30 min Restorative Yoga,Anna Greenberg,30.0,Restorative Yoga
Tue Apr  2 05:51:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue Apr  2 04:32:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon Apr  1 15:51:00 2019,45 min 80s Pop Yoga Flow,Kristin McGee,45.0,Yoga Flow
Mon Apr  1 15:01:00 2019,10 min Yoga Flow: Core,Ross Rayburn,10.0,Yoga Flow
Mon Apr  1 14:20:00 2019,30 min Yoga Flow,Ross Rayburn,30.0,Yoga Flow
Mon Apr  1 07:08:00 2019,5 min Basics: Sphinx,Aditi Shah,5.0,Yoga Basics
Mon Apr  1 05:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sun Mar 31 07:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Sun Mar 31 06:20:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Sat Mar 30 07:50:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Mar 30 06:20:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Fri Mar 29 08:56:00 2019,5 min Wall Yoga,Anna Greenberg,5.0,Yoga Anywhere
Fri Mar 29 08:13:00 2019,30 min Restorative Yoga,Anna Greenberg,30.0,Restorative Yoga
Fri Mar 29 07:08:00 2019,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Fri Mar 29 05:20:00 2019,30 min Yoga Flow: Hips,Ross Rayburn,30.0,Yoga Flow
Fri Mar 29 03:51:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Thu Mar 28 15:49:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Thu Mar 28 05:19:00 2019,20 min Yoga Flow: Quads,Kristin McGee,20.0,Yoga Flow
Wed Mar 27 14:19:00 2019,20 min Yoga Flow,Ross Rayburn,20.0,Yoga Flow
Wed Mar 27 05:20:00 2019,20 min Power Yoga,Aditi Shah,20.0,Power Yoga
Tue Mar 26 14:52:00 2019,20 min Yoga Flow: Chest Openers,Denis Morton,20.0,Yoga Flow
Tue Mar 26 14:19:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Mar 26 10:56:00 2019,30 min Restorative Yoga,Aditi Shah,30.0,Restorative Yoga
Tue Mar 26 05:51:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Mar 26 03:50:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Mon Mar 25 15:01:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Mon Mar 25 08:07:00 2019,5 min Basics: Figure Four,Anna Greenberg,5.0,Yoga Basics
Mon Mar 25 03:50:00 2019,45 min 90s Pop Power Yoga,Anna Greenberg,45.0,Power Yoga
Sat Mar 23 06:20:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Mar 22 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Fri Mar 22 03:50:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Thu Mar 21 15:50:00 2019,60 min Yoga Flow,Aditi Shah,60.0,Yoga Flow
Thu Mar 21 14:51:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Thu Mar 21 05:52:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Mar 21 05:19:00 2019,20 min Power Yoga: Core,Kristin McGee,20.0,Power Yoga
Wed Mar 20 15:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Mar 20 05:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Wed Mar 20 05:20:00 2019,20 min Yoga Flow: Glutes,Aditi Shah,20.0,Yoga Flow
Wed Mar 20 03:50:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Tue Mar 19 15:50:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Mar 19 13:25:00 2019,5 min Desk Yoga,Kristin McGee,5.0,Yoga Anywhere
Tue Mar 19 05:51:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Tue Mar 19 03:48:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Mon Mar 18 08:12:00 2019,15 min Restorative Yoga,Anna Greenberg,15.0,Restorative Yoga
Sat Mar 16 06:19:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Mar 15 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Fri Mar 15 05:20:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Thu Mar 14 15:50:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Thu Mar 14 03:49:00 2019,45 min Yoga Flow,Ross Rayburn,45.0,Yoga Flow
Wed Mar 13 05:20:00 2019,20 min Power Yoga,Aditi Shah,20.0,Power Yoga
Tue Mar 12 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Tue Mar 12 05:19:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Mon Mar 11 15:01:00 2019,10 min Yoga Flow: Lower Body,Kristin McGee,10.0,Yoga Flow
Mon Mar 11 07:57:00 2019,10 min Basics: Pigeon Pose,Anna Greenberg,10.0,Yoga Basics
Mon Mar 11 05:20:00 2019,30 min Yoga Flow: Core,Aditi Shah,30.0,Yoga Flow
Fri Mar  8 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Thu Mar  7 07:32:00 2019,5 min Basics: Eagle Pose,Kristin McGee,5.0,Yoga Basics
Thu Mar  7 05:51:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Mar  6 09:51:00 2019,20 min Restorative Yoga,Ross Rayburn,20.0,Restorative Yoga
Tue Mar  5 14:51:00 2019,20 min Yoga Flow: Arms,Denis Morton,20.0,Yoga Flow
Tue Mar  5 14:20:00 2019,20 min Yoga Flow,Denis Morton,20.0,Yoga Flow
Tue Mar  5 08:20:00 2019,10 min Standing Yoga,Aditi Shah,10.0,Yoga Anywhere
Mon Mar  4 08:24:00 2019,15 min Desk Yoga,Anna Greenberg,15.0,Yoga Anywhere
Sat Mar  2 07:49:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Sat Mar  2 06:20:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Mar  1 05:20:00 2019,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Fri Mar  1 03:49:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Thu Feb 28 14:21:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Thu Feb 28 08:26:00 2019,5 min Basics: Pyramid,Kristin McGee,5.0,Yoga Basics
Thu Feb 28 05:51:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Wed Feb 27 14:21:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Feb 27 05:20:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Tue Feb 26 15:50:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Tue Feb 26 06:01:00 2019,10 min Yoga Flow: Twists,Anna Greenberg,10.0,Yoga Flow
Mon Feb 25 10:41:00 2019,5 min Desk Yoga,Ross Rayburn,5.0,Yoga Anywhere
Mon Feb 25 08:23:00 2019,5 min Basics: Revolved Chair,Anna Greenberg,5.0,Yoga Basics
Mon Feb 25 05:19:00 2019,30 min Yoga Flow: Shoulders,Aditi Shah,30.0,Yoga Flow
Sat Feb 23 07:50:00 2019,45 min Yoga Flow,Denis Morton,45.0,Yoga Flow
Fri Feb 22 05:20:00 2019, 20 min Black History Yoga Flow ,Kristin McGee,20.0,Yoga Flow
Thu Feb 21 14:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Feb 21 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Wed Feb 20 09:03:00 2019,10 min Chair Yoga,Ross Rayburn,10.0,Yoga Anywhere
Wed Feb 20 05:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Wed Feb 20 05:20:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Tue Feb 19 09:32:00 2019,10 min Wall Yoga,Anna Greenberg,10.0,Yoga Anywhere
Tue Feb 19 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Feb 19 05:20:00 2019,30 min Yoga Flow: Shoulders,Anna Greenberg,30.0,Yoga Flow
Mon Feb 18 06:50:00 2019,30 min Restorative Yoga,Aditi Shah,30.0,Restorative Yoga
Sat Feb 16 06:20:00 2019,45 min Classic Rock Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Feb 15 08:50:00 2019,20 min Yoga Flow ,Ross Rayburn,20.0,Yoga Flow
